,price,price_log,sqft_above,sqft_above_log,sqft_lot,sqft_lot_log,sqft_living15,sqft_living15_log,sqft_lot15,age,bedrooms,bathrooms,floors,water_1.0,base_1.0,reno_1.0,cond_2.0,cond_3.0,cond_4.0,cond_5.0,zip_A,zip_B,zip_C,zip_D,zip_E,zip_F,zip_G,zip_H,zip_I
9537,305000.0,12.628067055589549,2050,7.6255950721324535,12581,9.439943018351132,1620,7.3901814282264295,7400,37,4,2.25,2.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6439,286285.0,12.564743097118487,1170,7.064759027791802,9714,9.18132342290569,1610,7.383989457978509,9272,38,4,2.25,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
18082,279950.0,12.54236629477704,1330,7.1929342212158,7267,8.891098830616636,1600,7.3777589082278725,7698,38,3,1.75,1.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4689,173250.0,12.06249091705215,990,6.897704943128636,12696,9.449042262206245,1260,7.138866999945524,8937,79,3,1.0,1.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3585,200000.0,12.206072645530174,1140,7.038783541388542,8340,9.028818495352793,1140,7.038783541388542,8340,55,3,1.5,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6706,235000.0,12.367340793126296,1180,7.07326971745971,8891,9.09279480812114,1450,7.27931883541462,9013,53,4,1.75,1.5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
17596,245000.0,12.409013489526863,810,6.697034247666484,13125,9.482274087459825,1460,7.286191714702382,10582,105,3,2.0,1.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9451,258000.0,12.460714863903755,1220,7.106606137727303,8500,9.047821442478408,1460,7.286191714702382,8500,99,4,1.0,1.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
12921,327200.0,12.69832688371073,1440,7.272398392570047,8425,9.038958755220563,1430,7.265429723253953,12037,73,2,2.0,1.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
4175,360000.0,12.793859310432293,1800,7.495541943884256,22000,9.998797732340453,1440,7.272398392570047,16640,84,3,1.5,2.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4575,238000.0,12.380025952653611,910,6.813444599510896,6900,8.83927669058535,1540,7.3395376954076745,7645,37,4,1.75,1.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
18447,219200.0,12.297739834055998,1680,7.426549072397305,7000,8.85366542803745,1540,7.3395376954076745,7480,47,3,2.0,1.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10520,205000.0,12.230765258120545,1010,6.917705609835305,8800,9.082507000466299,1550,7.346010209913293,7700,47,3,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2258,208000.0,12.245293358683455,1020,6.927557906278317,6120,8.719317375506371,1370,7.222566018822171,8000,48,3,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
17797,206000.0,12.235631447771718,1320,7.1853870155804165,7000,8.85366542803745,1260,7.138866999945524,7455,48,3,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
13474,295500.0,12.59642411582829,1290,7.162397497355718,41550,10.634652800283595,2990,8.003028666384733,6464,82,3,1.75,1.5,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
8358,185000.0,12.128111104060462,1190,7.081708586105575,6700,8.809862805379057,1380,7.22983877815125,8292,87,4,1.0,1.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2703,239950.0,12.388185847286392,1460,7.286191714702382,6032,8.704833909687792,1060,6.966024187106113,10300,74,5,1.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
17856,285000.0,12.560244459250788,1580,7.365180126021013,18296,9.814437735702617,1380,7.22983877815125,9592,57,3,1.75,1.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
19398,215000.0,12.2783933071098,1240,7.122866658599083,7200,8.881836305004146,1130,7.029972911706386,9200,48,2,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
745,560000.0,13.235692062711331,2940,7.986164860332727,6000,8.699514748210191,2510,7.828038032125829,6600,15,4,2.5,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
17262,250000.0,12.429216196844383,1800,7.495541943884256,2500,7.824046010856292,1830,7.512071245835466,6900,15,4,3.0,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3644,335000.0,12.721885810807203,1010,6.917705609835305,7071,8.863757191604241,2020,7.61085279039525,5000,36,6,2.0,1.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
13930,349950.0,12.765545566117686,890,6.7912214627261855,5000,8.517193191416238,1860,7.528331766707247,5000,112,4,1.75,1.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7965,268000.0,12.498742259492994,870,6.76849321164863,5000,8.517193191416238,1450,7.27931883541462,5000,72,2,1.0,1.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11165,285000.0,12.560244459250788,1020,6.927557906278317,5000,8.517193191416238,1360,7.215239978730097,5000,61,3,1.75,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
9099,420000.0,12.948009990259552,1300,7.170119543449628,5000,8.517193191416238,1860,7.528331766707247,5000,52,3,1.5,1.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20589,297000.0,12.601487417784837,2230,7.709756864454165,4952,8.507546814364431,2030,7.615791072035833,3721,4,4,2.5,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16318,257000.0,12.456831363877356,1740,7.461640392208575,3721,8.221747728346623,2030,7.615791072035833,3794,6,3,2.5,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
20698,275000.0,12.524526376648708,2150,7.673223121121708,3721,8.221747728346623,2150,7.673223121121708,3721,8,4,2.5,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
19635,319500.0,12.674512552799726,2730,7.912056888179006,4962,8.509564164251746,2150,7.673223121121708,3802,9,4,2.5,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
21013,260000.0,12.468436909997665,2150,7.673223121121708,3721,8.221747728346623,2150,7.673223121121708,3721,9,4,2.5,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
99,437500.0,12.988831984779805,2320,7.749322464660356,36847,10.51452948317723,2550,7.843848638152472,35065,23,3,2.5,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12910,590000.0,13.287877815881902,2660,7.886081401775745,35010,10.463389013948712,2330,7.753623546559746,35448,22,4,2.5,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6721,600000.0,13.304684934198283,2710,7.904703913873747,35009,10.463360450273136,2330,7.753623546559746,35040,23,4,2.5,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5415,215000.0,12.2783933071098,1280,7.154615356913663,5065,8.530109416682784,1070,6.975413927455952,4491,32,3,1.5,2.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6623,187000.0,12.138863895836725,1280,7.154615356913663,4452,8.401108712395436,1070,6.975413927455952,4366,30,3,1.5,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4284,183000.0,12.117241431823558,1280,7.154615356913663,4366,8.38160253710989,1280,7.154615356913663,4366,30,3,1.5,2.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
11567,185000.0,12.128111104060462,1280,7.154615356913663,4031,8.301769763117166,1150,7.047517221357296,4500,30,3,1.5,2.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
14303,167000.0,12.025749091398891,1280,7.154615356913663,5547,8.621012520055235,1150,7.047517221357296,4500,30,3,1.5,2.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10530,184500.0,12.125404742462718,1280,7.154615356913663,3640,8.199738960630786,1150,7.047517221357296,4105,32,3,1.5,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
13983,160000.0,11.982929094215963,1070,6.975413927455952,4200,8.34283980427146,1150,7.047517221357296,4200,32,2,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6483,194900.0,12.180241885495652,810,6.697034247666484,6697,8.80941494391005,1140,7.038783541388542,6695,92,2,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2000,176250.0,12.079658720674516,1440,7.272398392570047,6702,8.810161268297255,1030,6.937314081223682,6702,49,4,2.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6797,135000.0,11.813030057420567,780,6.659293919683638,6685,8.807621489536043,880,6.779921907472252,6695,67,2,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3801,95000.0,11.461632170582678,760,6.633318433280377,5746,8.656259239539235,970,6.877296071497429,6696,100,1,0.75,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
19385,229950.0,12.345617172968069,1570,7.358830898342354,6717,8.812396905266864,1140,7.038783541388542,6716,104,4,1.5,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
17446,219500.0,12.299107511497363,1090,6.993932975223189,6710,8.811354229965728,1170,7.064759027791802,6708,103,3,1.0,1.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3219,290000.0,12.577636201962656,1060,6.966024187106113,10950,9.301094735244646,1180,7.07326971745971,10950,48,3,1.75,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
18381,259000.0,12.464583340681674,1580,7.365180126021013,8856,9.088850474388472,1390,7.237059026124737,9490,36,4,1.75,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
17229,349900.0,12.765402678355779,970,6.877296071497429,9230,9.130214327496898,1550,7.346010209913293,10856,46,2,1.75,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
17414,345000.0,12.751299696013497,1390,7.237059026124737,13860,9.536762272743895,1390,7.237059026124737,11860,36,3,1.5,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12048,280000.0,12.542544882151386,1360,7.215239978730097,9600,9.169518377455928,1200,7.090076835776092,10400,23,3,2.25,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5834,287000.0,12.567237494741757,1150,7.047517221357296,11475,9.347926034928745,1640,7.402451520818244,11475,44,3,1.5,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5668,299500.0,12.609869696537642,1080,6.984716320118266,15312,9.636392113692736,1620,7.3901814282264295,12375,36,4,2.25,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17248,308000.0,12.637855061955712,1330,7.1929342212158,11475,9.347926034928745,1630,7.396335293800808,11475,36,3,1.75,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3240,325000.0,12.691580461311874,1250,7.1308988302963465,9825,9.192685436737461,1380,7.22983877815125,11475,21,3,2.5,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3085,280000.0,12.542544882151386,1270,7.146772179452637,9675,9.177300517897983,1270,7.146772179452637,11700,22,3,2.5,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4206,255000.0,12.449018824140563,930,6.835184586147301,11475,9.347926034928745,1280,7.154615356913663,11250,37,3,2.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12115,299500.0,12.609869696537642,1380,7.22983877815125,10875,9.294221855956884,1040,6.946975992135418,10875,38,3,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12848,240000.0,12.388394202324129,1360,7.215239978730097,9760,9.186047679407139,1310,7.177782416195197,11456,31,3,1.5,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4022,290000.0,12.577636201962656,1810,7.501082124259871,11456,9.346268889200427,1360,7.215239978730097,12931,45,3,2.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3651,308550.0,12.639639183749212,1600,7.3777589082278725,13200,9.487972108574462,1360,7.215239978730097,11520,25,3,2.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10950,271000.0,12.509874099861838,1800,7.495541943884256,9576,9.16701524723781,1370,7.222566018822171,9576,38,4,1.5,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10664,278000.0,12.535376392672774,1230,7.114769448366463,9440,9.152711259139547,1230,7.114769448366463,10296,37,3,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10780,392000.0,12.8790171187726,1500,7.313220387090301,11975,9.390576422279116,1510,7.31986492980897,13875,45,3,1.5,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5901,230000.0,12.345834587905333,1520,7.326465613840322,8800,9.082507000466299,1370,7.222566018822171,8800,55,4,1.5,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10919,235000.0,12.367340793126296,1200,7.090076835776092,9266,9.134107065976593,1200,7.090076835776092,9266,55,3,1.75,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18841,269500.0,12.504323669331189,730,6.593044534142437,4000,8.294049640102028,1100,7.003065458786462,5000,72,2,1.0,1.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
10175,445000.0,13.005829561148378,1190,7.081708586105575,13630,9.520028524690579,1630,7.396335293800808,14405,31,3,2.25,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10724,455000.0,13.028052697933088,1180,7.07326971745971,14292,9.5674552191433,1480,7.299797366758161,14400,34,3,1.75,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8551,324000.0,12.688498794774466,1550,7.346010209913293,4411,8.39185670010494,1620,7.3901814282264295,4621,14,3,2.25,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10673,350000.0,12.765688433465597,1550,7.346010209913293,5401,8.594339400592892,1740,7.461640392208575,4485,15,3,2.25,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
350,299000.0,12.608198852372823,560,6.327936783729195,12120,9.402612259623305,1300,7.170119543449628,19207,48,1,0.75,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
19692,1450000.0,14.187074114396758,4170,8.335671314792847,9090,9.114930187171524,1930,7.5652752818989315,13635,7,5,3.5,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
512,1100000.0,13.9108207377686,4410,8.391629968440892,57063,10.95191119962095,2900,7.9724660159745655,50529,25,5,3.5,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5227,438500.0,12.991115090794375,770,6.646390514847729,3072,8.030084094267563,1320,7.1853870155804165,3072,103,3,2.0,1.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1924,255000.0,12.449018824140563,2800,7.937374696163295,9900,9.20029003612268,1700,7.438383530044307,13200,51,5,3.75,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8287,605000.0,13.312983737012978,2885,7.9672801789422,33671,10.424392211743783,1910,7.554858521040676,16000,31,4,3.25,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10035,235000.0,12.367340793126296,720,6.579251212010101,4840,8.484669999710677,1510,7.31986492980897,4840,68,2,1.0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7606,275000.0,12.524526376648708,770,6.646390514847729,4840,8.484669999710677,930,6.835184586147301,4840,88,2,1.0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6441,550000.0,13.217673557208654,1400,7.24422751560335,4800,8.476371196895983,1540,7.3395376954076745,5000,55,3,1.75,1.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
10587,422500.0,12.953944725779365,910,6.813444599510896,4800,8.476371196895983,1450,7.27931883541462,5000,92,2,1.0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
10161,442000.0,12.999065161059836,940,6.84587987526405,5000,8.517193191416238,1450,7.27931883541462,5000,97,2,1.0,1.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
14809,450000.0,13.017002861746503,1760,7.473069088032197,10013,9.211639527707803,1810,7.501082124259871,9768,32,3,2.25,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
9128,560000.0,13.235692062711331,1240,7.122866658599083,9787,9.18881025342582,1790,7.489970898834801,9787,32,4,2.5,1.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7138,410000.0,12.92391243868049,2240,7.7142311448490855,4447,8.399984990510696,2000,7.600902459542082,3800,9,4,2.5,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1506,442000.0,12.999065161059836,2520,7.832014180505469,7253,8.889170455363413,2570,7.851661177889265,8359,25,4,2.5,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
10982,580000.0,13.270783382522602,1420,7.258412150595307,6975,8.850087606689566,2210,7.700747794511798,7875,40,4,1.75,1.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
11194,600000.0,13.304684934198283,1700,7.438383530044307,7800,8.961879012677683,2430,7.795646536334594,8342,40,4,1.75,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3103,650000.0,13.38472764187182,1880,7.539027055823995,8073,8.996280439395015,2110,7.6544432264701125,7702,78,3,2.5,1.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
10044,375000.0,12.834681304952548,1720,7.450079569807499,7671,8.945202263959297,1460,7.286191714702382,7679,78,3,1.0,1.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
17575,401000.0,12.901716706288706,1940,7.570443252057374,5753,8.657476736863293,2170,7.682482446534506,6075,68,4,1.0,1.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6183,738515.0,13.512396692189409,3360,8.11969625295725,9200,9.126958763037132,3360,8.11969625295725,9713,1,5,2.75,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
21048,769995.0,13.55413930030229,3360,8.11969625295725,12080,9.399306471488806,3360,8.11969625295725,9724,1,5,2.75,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
21129,749995.0,13.527821818823604,3430,8.140315540159985,9870,9.197255132427527,3360,8.11969625295725,9724,1,4,3.25,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8065,350000.0,12.765688433465597,1490,7.306531398939505,10344,9.244161920451694,1450,7.27931883541462,8632,30,3,1.75,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
14305,317500.0,12.668233097314884,1220,7.106606137727303,8409,9.037057839832897,1130,7.029972911706386,8409,67,2,1.5,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
11879,625000.0,13.345506928718539,2820,7.944492163932159,8408,9.036938912556787,1300,7.170119543449628,8408,1,4,2.5,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5443,290000.0,12.577636201962656,1200,7.090076835776092,8750,9.07680897935166,1100,7.003065458786462,8408,67,2,1.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
15984,345000.0,12.751299696013497,910,6.813444599510896,8409,9.037057839832897,1300,7.170119543449628,8409,67,2,1.75,1.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2257,390000.0,12.873902018105829,1240,7.122866658599083,8410,9.037176752966994,1630,7.396335293800808,8410,67,3,1.5,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8485,338000.0,12.730801174465157,910,6.813444599510896,8152,9.00601857490256,1310,7.177782416195197,8152,67,4,1.75,1.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1373,320000.0,12.676076274775909,910,6.813444599510896,7552,8.929567707825337,1200,7.090076835776092,8152,67,3,1.0,1.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
15209,300000.0,12.611537753638338,1010,6.917705609835305,11919,9.385889044482708,1220,7.106606137727303,11240,68,2,1.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20757,345000.0,12.751299696013497,1680,7.426549072397305,2229,7.709308333385869,1230,7.114769448366463,9300,8,3,2.5,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
13719,322500.0,12.683858415217964,1130,7.029972911706386,8184,9.009936307631463,1010,6.917705609835305,8184,68,2,1.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
15433,257000.0,12.456831363877356,770,6.646390514847729,11084,9.31325790598287,1010,6.917705609835305,11084,68,2,1.0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
17775,421000.0,12.950388112664518,1400,7.24422751560335,11245,9.327678864393416,1220,7.106606137727303,11241,68,2,1.5,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
13751,350000.0,12.765688433465597,1010,6.917705609835305,11244,9.327589932026422,1220,7.106606137727303,11242,68,3,1.0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3943,304000.0,12.624782980388359,1280,7.154615356913663,8184,9.009936307631463,1120,7.02108396428914,8184,68,3,1.0,1.5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
13627,252000.0,12.437184366493561,1300,7.170119543449628,8184,9.009936307631463,1120,7.02108396428914,8184,68,3,1.0,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
13330,349000.0,12.762827201184564,1010,6.917705609835305,8184,9.009936307631463,1010,6.917705609835305,8184,68,3,1.0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
14454,307000.0,12.634603026569334,1150,7.047517221357296,8184,9.009936307631463,990,6.897704943128636,8184,68,4,1.0,1.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2363,366500.0,12.811753800308843,1120,7.02108396428914,9300,9.137769679141348,1010,6.917705609835305,8308,70,4,2.75,1.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
17413,375000.0,12.834681304952548,1260,7.138866999945524,11224,9.325809621782296,1570,7.358830898342354,11052,68,3,1.75,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
17283,364000.0,12.804909146618877,1020,6.927557906278317,11383,9.339876293325217,1290,7.162397497355718,11213,68,4,1.0,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
15347,464500.0,13.04871683723603,1610,7.383989457978509,11381,9.33970057728189,1080,6.984716320118266,11375,68,4,2.5,1.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
17700,242000.0,12.396693005138824,1500,7.313220387090301,7560,8.930626469173578,1500,7.313220387090301,7560,36,3,1.75,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
14288,355000.0,12.779873068457553,1810,7.501082124259871,4970,8.511175119090675,1810,7.501082124259871,4858,12,4,2.25,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8209,555000.0,13.226723392728571,3330,8.110727582974489,21785,9.988976938551543,3330,8.110727582974489,21796,21,4,2.25,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
18879,316000.0,12.66349749256905,2120,7.659171367666058,46173,10.740150490648064,2000,7.600902459542082,46173,41,4,1.5,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6919,345000.0,12.751299696013497,1240,7.122866658599083,38095,10.54783831890711,2060,7.630461261783627,38552,37,3,1.75,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12536,442500.0,13.00019574343012,2170,7.682482446534506,47419,10.766778271248578,2130,7.6638772587034705,48144,35,3,1.5,1.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
13780,695000.0,13.45166712454693,2550,7.843848638152472,45254,10.720046343011273,2190,7.691656822810547,49222,14,3,2.5,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3078,370000.0,12.821258284620408,1640,7.402451520818244,7200,8.881836305004146,1500,7.313220387090301,9000,52,4,2.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8738,233000.0,12.358793732547838,1250,7.1308988302963465,6180,8.729073550451737,1490,7.306531398939505,6180,60,3,1.0,1.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5431,375000.0,12.834681304952548,1330,7.1929342212158,6180,8.729073550451737,1940,7.570443252057374,6180,54,3,2.5,1.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3542,436000.0,12.985397522331171,1420,7.258412150595307,6710,8.811354229965728,1880,7.539027055823995,6960,56,3,2.25,1.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
15936,325000.0,12.691580461311874,920,6.824373670043086,8879,9.091444217032327,1530,7.333023014386481,6960,65,3,1.0,1.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3547,355000.0,12.779873068457553,2570,7.851661177889265,6466,8.774312958285378,2520,7.832014180505469,6667,16,4,2.5,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4663,390000.0,12.873902018105829,2490,7.820037989458753,8290,9.022805248129341,2690,7.897296472595885,7008,16,4,2.5,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1572,303000.0,12.621488084491506,1850,7.52294091807237,4957,8.508555998020574,2400,7.783224016336037,6367,16,3,2.5,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
17515,340000.0,12.736700896592344,2690,7.897296472595885,6099,8.715880102296456,2520,7.832014180505469,6168,17,4,2.5,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6750,277000.0,12.531772785169476,1850,7.52294091807237,5880,8.679312040892672,2370,7.7706452341291765,6500,17,4,2.5,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8159,328000.0,12.70076888736628,2370,7.7706452341291765,6500,8.779557455883728,2590,7.859413154693583,6137,17,4,2.5,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
12150,340000.0,12.736700896592344,2810,7.940939762327791,6481,8.776630098427717,2660,7.886081401775745,6958,17,4,2.5,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9884,352000.0,12.771386454580234,2650,7.882314918980268,6366,8.758726607842037,2650,7.882314918980268,6200,17,4,2.5,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6242,334000.0,12.718896271958837,2310,7.745002803515839,6200,8.732304571033183,2480,7.8160138391590275,6200,17,4,2.5,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
14763,299000.0,12.608198852372823,2350,7.762170607138205,6958,8.847647355711887,2480,7.8160138391590275,6395,17,4,2.5,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
778,370000.0,12.821258284620408,2710,7.904703913873747,5880,8.679312040892672,2520,7.832014180505469,6000,17,4,2.5,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
829,659000.0,13.398478813484644,2610,7.867105500316739,24931,10.123867288027606,2550,7.843848638152472,18306,32,4,2.25,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10188,682000.0,13.432784936825598,2450,7.803843303538772,34092,10.436818031642188,2410,7.787382026484701,35378,35,4,2.25,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
14941,650000.0,13.38472764187182,2490,7.820037989458753,36615,10.50821327149517,2540,7.8399193600125825,35910,32,5,3.5,2.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
